name,year,km_driven,mileage,engine,max_power,selling_price
Chevrolet Sail 1.3 LS,2013,56000,22.1,1248,74,246000
Honda Amaze S Diesel,2013,60000,24.7,1498,98.63,325000
Jeep Compass 1.4 Limited,2019,22000,16,1368,160,1450000
Honda BRV i-VTEC V CVT,2017,30000,15.4,1497,117.3,850000
Volkswagen Vento 1.5 TDI Comfortline,2015,43001,22.27,1498,108.6,560000
Maruti Ertiga VDI,2015,60000,25.47,1248,88.5,575000
Maruti Celerio VXi AMT,2019,9000,21.63,998,67.04,470000
Tata Indigo CS LS (TDI) BS-III,2014,65000,19.09,1405,69.01,221000
Toyota Innova 2.5 G (Diesel) 8 Seater,2014,95000,12.99,2494,100.6,680000
Ford Endeavour 2.5L 4X2,2013,62000,13.1,2499,141,700000
Volvo S60 D4 SUMMUM,2016,48000,9,1984,181,1950000
Hyundai Creta 1.6 CRDi AT SX Plus,2015,72000,17.01,1582,126.2,875000
Hyundai Verna CRDi 1.6 SX Option,2017,35000,22,1582,126.2,850000
Renault Duster 85PS Diesel RxL Optional,2013,100600,20.46,1461,83.8,550000
Maruti Swift Dzire VDI,2013,105000,23.4,1248,74,480000
Mahindra Scorpio Intelli Hybrid S10 4WD,2017,90000,15.4,2179,120,1050000
Mahindra Bolero 2011-2019 ZLX,2016,92385,15.96,2523,62.1,631000
Tata Nano Twist XT,2015,25000,25.4,624,37.5,165000
Maruti Ritz VXI,2010,60000,21.1,1197,85.8,320000
Maruti Ritz ZXi,2012,100000,18.5,1197,85.8,360000
Hyundai Elantra GT,2006,25000,13,1795,127,175000
Hyundai i20 2015-2017 Asta Option 1.4 CRDi,2016,120000,22.54,1396,88.73,725000
Fiat Linea Classic 1.3 Multijet,2014,185000,19.5,1248,75,280000
Volkswagen Polo Diesel Highline 1.2L,2011,134000,22.07,1199,73.9,325000
Ford Figo Diesel ZXI,2014,120000,20,1399,68.05,320000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,120000,18.9,1197,81.86,500000
Mahindra XUV500 W6 2WD,2014,165000,15.1,2179,140,825000
Maruti Ritz LDi,2016,120000,23.2,1248,73.94,350000
Hyundai i20 1.4 CRDi Sportz,2011,89000,23,1396,90,470000
Mahindra Renault Logan 1.5 DLE Diesel,2009,120000,19.2,1461,65,125000
Hyundai Elantra GLS,2006,120000,13.1,1795,127,140000
Honda Amaze VX i-DTEC,2013,50000,25.8,1498,98.6,484999
Maruti Alto 800 LXI,2018,15000,24.7,796,47.3,308000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,13000,18.9,1197,81.86,570000
Toyota Fortuner 3.0 Diesel,2010,240000,11.5,2982,171,900000
Jeep Compass 2.0 Limited 4X4,2017,45000,16.3,1956,170,1800000
Maruti Swift Dzire AMT VXI,2018,28000,21.21,1197,81.8,680000
Maruti Swift Dzire ZDI,2017,70000,28.4,1248,74.02,700000
Mahindra Xylo E4,2011,116000,14,2498,112,240000
Hyundai EON Era Plus,2014,90000,21.1,814,55.2,280000
Tata Indica Vista Aqua 1.4 TDI,2010,120000,17,1405,71,125000
Maruti Swift VXI Windsong Limited edition,2015,50000,20.4,1197,83.11,434999
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,120000,12.99,2494,100.6,1050000
Volvo V40 Cross Country D3,2013,72500,23.3,1984,150,1200000
Volkswagen Vento Diesel Highline,2013,120000,20.54,1598,103.6,400000
Mahindra XUV500 W6 2WD,2014,120000,15.1,2179,140,850000
Hyundai i20 Asta 1.4 CRDi,2014,83000,22.54,1396,88.73,475000
Ford Ikon 1.6 EXi NXt,2003,40000,14.2,1597,92,150000
Toyota Fortuner 2.8 2WD MT BSIV,2018,46000,14.24,2755,174.5,2900000
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,137000,12.99,2494,100.6,1100000
Maruti Alto 800 LXI,2017,25000,24.7,796,47.3,285000
Hyundai Grand i10 1.2 CRDi Asta,2018,50000,24,1186,73.97,650000
Maruti A-Star Vxi,2012,60000,19,998,66.1,275000
Maruti 800 AC,2000,100000,16.1,796,37,60000
Mahindra Logan Diesel 1.5 DLS,2011,105000,19.2,1461,65,229999
Maruti Alto K10 LX,2015,20000,23.95,998,67.05,300000
Maruti Ertiga SHVS ZDI Plus,2016,50000,24.52,1248,88.5,940000
Maruti Ciaz ZDi,2015,120000,26.21,1248,88.5,600000
Maruti Baleno Alpha 1.3,2017,70000,27.39,1248,74,800000
Nissan Sunny XV D,2017,90000,22.71,1461,84.8,580000
Tata Tigor 1.2 Revotron XT,2018,75000,20.3,1199,84,450000
Chevrolet Optra Magnum 2.0 LS,2011,82500,16.52,1991,123.7,290000
Honda Amaze VX i-DTEC,2014,110000,25.8,1498,98.6,530000
Hyundai Verna CRDi 1.4 EX,2019,20000,24,1396,88.76,960000
Honda City 1.5 S MT,2009,110000,17,1497,118,290000
Mitsubishi Lancer 2.0 L Diesel LX,2008,100000,14.8,1998,68,160000
Maruti Celerio X ZXI Option BSIV,2017,52000,21.63,998,67,400000
Maruti Vitara Brezza LDi Option,2017,90000,24.3,1248,88.5,700000
Volkswagen Vento Diesel Highline,2012,90000,20.54,1598,103.6,361000
Hyundai i20 Magna 1.4 CRDi (Diesel),2013,53000,21.9,1396,88.76,390000
Tata Indica Vista Aqua 1.3 Quadrajet BSIV,2012,180000,18.4,1248,75,200000
Hyundai i20 Magna 1.4 CRDi (Diesel),2013,53000,21.9,1396,88.76,390000
Maruti Swift VDI,2013,53000,22.9,1248,74,500000
Maruti Alto LXi,2011,50600,19.7,796,46.3,200000
Tata Safari Storme EX,2015,110000,14.1,2179,147.94,503000
Maruti Vitara Brezza ZDi Plus Dual Tone,2017,32000,24.3,1248,88.5,775000
Maruti Vitara Brezza VDi,2018,5000,24.3,1248,88.5,750000
Hyundai i20 1.2 Spotz,2018,25000,18.6,1197,81.83,570000
Honda Jazz 1.2 VX i VTEC,2016,30000,18.7,1199,88.7,484999
Honda BR-V i-VTEC S MT,2017,43000,15.4,1497,117.3,700000
Hyundai Verna S,2012,60000,17.7,1497,113.42,415000
Ford EcoSport 1.5 Diesel Trend BSIV,2014,54000,23,1498,98.96,484999
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2016,52000,23.65,1248,88.5,675000
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2015,50000,15.85,1499,110.4,680000
Maruti Alto 800 LXI,2013,52000,24.7,796,47.3,235000
Mahindra XUV500 W11 Option BSIV,2018,15000,15.1,2179,152.87,1700000
Mahindra XUV500 AT W10 FWD,2015,50000,16,2179,140,1200000
Honda City i DTEC VX,2014,56000,25.1,1498,98.6,630000
Ford Figo Aspire 1.5 TDCi Trend,2018,82000,25.83,1498,99,640000
Hyundai Xcent 1.2 Kappa S,2014,121000,19.1,1197,82,355000
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2012,101903,12.05,2179,120,560000
Maruti Swift Dzire Tour LDI,2018,120000,23.4,1248,74,580000
Ford Figo Diesel EXI Option,2010,85568,18.5,1399,68,185000
Maruti Baleno Zeta Automatic,2019,10000,21.4,1197,83.1,660000
Hyundai EON 1.0 Kappa Magna Plus,2014,10000,20.3,998,68.05,220000
Hyundai Santro Xing GLS,2007,60000,17.92,1086,62.1,150000
Mahindra Scorpio M2DI,2011,80000,13.5,2179,115,484999
Maruti Swift LXI,2019,10000,21.21,1197,81.8,509999
Mahindra Bolero 2011-2019 ZLX BSIII,2014,60000,15.96,2523,62.1,515000
Mercedes-Benz B Class B180 Sports,2014,42000,11.9,1595,120.7,1250000
Chevrolet Enjoy TCDi LS 8 Seater,2014,50000,18.2,1248,73.8,350000
Maruti Alto K10 VXI,2018,11500,23.95,998,67.05,375000
Hyundai Creta 1.4 E Plus,2019,15000,22.1,1396,88.7,950000
Maruti Swift Dzire ZDI,2015,32000,26.59,1248,74,615000
Maruti Swift LXI,2011,50000,18.6,1197,85.8,275000
BMW X7 xDrive 30d DPE,2020,5000,13.38,2993,265,7200000
Maruti Eeco 5 Seater AC BSIV,2017,10000,15.37,1196,73,400000
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2019,15000,25.1,1248,88.5,930000
Maruti Swift Dzire VXI,2012,100000,19.1,1197,85.8,310000
Toyota Innova Crysta 2.4 VX MT BSIV,2016,25000,13.68,2393,147.8,1670000
Maruti Swift Dzire LDI,2013,70000,23.4,1248,74,356000
Honda City V MT,2013,32000,16.8,1497,116.3,500000
Tata Tiago 1.2 Revotron XT,2018,35000,23.84,1199,84,409999
Maruti Vitara Brezza ZDi Plus,2019,50000,24.3,1248,88.5,980000
Mahindra Bolero DI,2005,100000,13.6,2523,63,150000
Honda Jazz VX CVT,2019,3100,18.2,1199,88.7,750000
Skoda Superb Elegance 1.8 TSI AT,2013,60000,13.7,1798,157.75,500000
Maruti Swift VDI,2013,170000,22.9,1248,74,355000
Tata Indica Vista Aqua TDI BSIII,2011,50000,17,1405,71,200000
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2008,120000,12.8,2494,102,370000
Hyundai Xcent 1.2 Kappa SX Option,2015,20000,19.1,1197,82,450000
Hyundai Grand i10 Sportz,2015,10000,18.9,1197,82,486000
Maruti SX4 Celebration Diesel,2011,120000,21.5,1248,88.8,242000
Hyundai Grand i10 1.2 Kappa Asta,2018,25000,18.9,1197,81.86,580000
Ford EcoSport 1.5 TDCi Titanium BSIV,2014,130000,22.77,1498,98.59,500000
Mahindra Quanto C6,2013,40000,17.21,1493,100,300000
Mahindra Thar DI 4X4 PS,2016,60000,18.06,2523,63,710000
Skoda Fabia 1.2 TDI Ambition Plus,2012,70000,20.86,1199,75,220000
Maruti Swift AMT VXI,2020,1000,21.21,1197,81.8,654000
Skoda Rapid 1.6 MPI AT Ambition BSIV,2019,10000,14.84,1598,103.2,835000
Ford Fiesta 1.6 ZXi ABS,2010,47000,15.3,1596,101,250000
Maruti Swift VXI,2019,18000,21.21,1197,81.8,600000
Maruti Swift Dzire VXI,2016,60000,20.85,1197,83.14,459999
Renault KWID 1.0 RXL,2018,20000,23.01,999,67,275000
Ford Figo 1.2P Titanium MT,2017,60000,18.16,1196,86.8,408000
Mahindra XUV500 W5 BSIV,2018,25000,15.1,2179,152.87,1200000
Hyundai Xcent 1.2 Kappa S Option,2014,52000,19.1,1197,81.86,375000
Maruti Alto LXi,2006,44000,19.7,796,46.3,94500
Volkswagen Polo Petrol Comfortline 1.2L,2011,17000,16.47,1198,73.9,300000
Honda City 1.5 E MT,2009,35000,17,1497,118,350000
Toyota Fortuner 3.0 Diesel,2011,120000,11.5,2982,171,975000
Hyundai i20 Asta 1.2,2015,100000,18.6,1197,81.83,600000
Toyota Innova 2.5 G (Diesel) 7 Seater,2014,300000,12.99,2494,100.6,700000
Mahindra Bolero Power Plus ZLX,2017,90000,16.5,1493,70,640000
Hyundai Creta 1.6 CRDi SX Option,2017,186000,19.67,1582,126.2,1110000
Maruti Ertiga VDI,2014,79000,20.77,1248,88.76,570000
Toyota Innova 2.5 E Diesel MS 7-seater,2010,120000,12.8,2494,102,451999
Renault KWID RXT,2016,59300,25.17,799,53.3,240000
Mahindra Scorpio S2 7 Seater,2014,120000,15.4,2523,75,680000
Tata Zest Quadrajet 1.3 75PS XE,2015,60000,22.95,1248,74,350000
Volkswagen Vento Petrol Highline,2012,60000,15.04,1598,103.6,360000
Ford Figo Petrol ZXI,2010,80000,15.6,1196,70,250000
Maruti Swift VXI,2019,11500,21.21,1197,81.8,550000
Hyundai EON Magna Plus,2012,56000,21.1,814,55.2,180000
Honda Jazz 1.5 E i DTEC,2016,68000,27.3,1498,98.6,425000
Tata Tiago 1.2 Revotron XT,2019,25000,23.84,1199,84,409999
Tata Tiago 1.2 Revotron XT,2018,25000,23.84,1199,84,438999
Nissan Micra Active XL Petrol,2014,100000,19.49,1198,67.04,225000
Mahindra Bolero Power Plus Plus Non AC BSIV PS,2017,95000,15.96,2523,63,580000
Maruti Swift Dzire VXi,2008,100000,17.5,1298,85.8,200000
Fiat Grande Punto 1.3 Dynamic (Diesel),2013,47000,20.3,1248,75,250000
Maruti Ritz LDi,2011,175000,21.1,1248,73.9,170000
Maruti Swift Dzire 1.2 Vxi BSIV,2010,60000,17.5,1197,85.8,300000
Mahindra Bolero DI,2005,300000,13.6,2523,63,160000
Maruti Swift Dzire VDI,2014,150000,23.4,1248,74,409999
Hyundai i20 1.4 CRDi Asta,2012,110000,23,1396,90,350000
Renault KWID RXL,2019,25000,25.17,799,53.3,310000
Maruti Alto LXi,2010,95000,19.7,796,46.3,135000
Maruti Ritz VDi,2010,100000,21.1,1248,73.9,220000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2017,20000,18.9,1197,81.86,570000
Maruti Swift Dzire VDI,2014,84000,23.4,1248,74,500000
Hyundai i20 2015-2017 Asta Option 1.4 CRDi,2016,40000,22.54,1396,88.73,875000
Tata Indica Vista TDI LX,2011,100000,19.1,1405,70,210000
Tata Indica Vista TDI LX,2011,120000,19.4,1405,70,210000
Hyundai Santro Xing GLS LPG,2010,80000,13.45,1086,62.1,200000
Maruti Alto LX,2011,175000,19.7,796,46.3,175000
Hyundai i20 1.2 Asta Option,2017,30000,18.6,1197,81.83,700000
Hyundai i20 1.2 Asta Option,2017,30000,18.6,1197,81.83,700000
Hyundai Grand i10 1.2 Kappa Magna AT,2019,28000,18.9,1197,81.86,550000
Hyundai Santro Era,2019,20000,20.3,1086,68,420000
Hyundai i20 Asta,2009,89322,17,1197,80,210000
Chevrolet Beat Diesel LT,2013,76000,25.44,936,57.6,175000
Maruti Alto LXi,2012,70000,19.7,796,46.3,180000
Maruti Alto LX BSIII,2007,110000,19.7,796,46.3,118000
Hyundai Verna CRDi,2007,120000,16.8,1493,110,170000
Maruti Zen Estilo 1.1 LX BSIII,2009,110000,18.2,1061,64,120000
Maruti Alto LXi,2009,90000,19.7,796,46.3,170000
Maruti Swift ZDI Plus,2018,60000,28.4,1248,74,700000
Mahindra Bolero 2011-2019 SLE BSIII,2014,48300,15.96,2523,62.1,500000
Maruti Wagon R AX Minor,2007,63000,18.9,1061,67,80000
Honda City 2017-2020 EXi,2008,110000,17.7,1497,78,105000
Maruti Swift Dzire LDI,2016,120000,26.59,1248,74,425000
Hyundai i20 2015-2017 Sportz 1.2,2017,23511,18.6,1197,81.83,625000
Hyundai i20 1.2 Spotz,2017,22512,18.6,1197,81.83,640000
Hyundai i10 Magna 1.2 iTech SE,2010,120000,20.36,1197,78.9,180000
Maruti Ritz VDi,2009,120000,21.1,1248,73.9,155000
Maruti Wagon R LX Minor,2007,100000,18.9,1061,67,85000
Hyundai i10 Magna 1.2 iTech SE,2011,70000,20.36,1197,78.9,250000
Hyundai Verna 1.6 VTVT AT SX,2017,15000,17.01,1591,121.3,1000000
Datsun GO A EPS,2016,16500,20.63,1198,67,350000
Maruti Swift Dzire ZDI,2018,50000,28.4,1248,74.02,740000
Datsun RediGO 1.0 S,2018,19000,22.5,999,67,300000
Volkswagen Ameo 1.5 TDI Comfortline,2017,50000,21.66,1498,108.62,550000
Mahindra Bolero 2011-2019 SLX,2017,70000,15.96,2523,62.1,710000
Mahindra Bolero 2011-2019 SLX,2017,70000,15.96,2523,62.1,700000
Mahindra Bolero 2011-2019 SLE BSIII,2016,120000,15.96,2523,62.1,550000
Hyundai i10 Sportz 1.1L LPG,2015,60000,19.2,1086,68.05,375000
Tata Safari DICOR 2.2 EX 4x2,2015,60000,13.93,2179,138.03,600000
Maruti Swift VDI,2013,76000,22.9,1248,74,380000
Maruti Ritz VDi,2012,70000,23.2,1248,73.94,300000
Maruti 800 DX,1998,80000,16.1,796,37,45000
Toyota Innova 2.5 G4 Diesel 8-seater,2010,210000,12.8,2494,102,450000
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,128000,15.96,2523,63,475000
Renault Triber RXZ BSIV,2019,5000,20,999,72,650000
Maruti Wagon R LXI LPG BSIV,2011,70000,26.2,998,58.2,200000
Maruti Swift VDI,2013,85000,22.9,1248,74,350000
Maruti Vitara Brezza ZDi AMT,2018,25000,24.3,1248,88.5,911999
Maruti Swift Dzire VXI 1.2,2018,15000,21.21,1197,81.8,650000
Maruti Swift Dzire VXi,2012,30000,17.5,1298,85.8,350000
Maruti Omni E MPI STD BS IV,2016,80000,16.8,796,34.2,190000
Hyundai Verna CRDi 1.6 SX Option,2019,40000,22,1582,126.2,1200000
Mahindra Bolero 2011-2019 EX NON AC,2013,160000,15.96,2523,62.1,305000
Hyundai Creta 1.6 CRDi SX,2015,108000,19.67,1582,126.2,850000
Volkswagen Jetta 2.0 TDI Comfortline,2011,120000,15,1896,105,350000
Hyundai Santro Xing GLS,2010,55000,17.92,1086,62.1,180000
Tata New Safari Dicor GX 4X2 BS IV,2008,110000,13.93,2179,138.1,200000
Honda Brio E MT,2012,110000,19.4,1198,86.8,229999
Maruti Wagon R VXI,2006,62900,18.9,998,67.1,135000
Volkswagen Jetta 2.0L TDI Highline,2011,120000,19.33,1968,138.1,425000
Mahindra XUV500 W10 2WD,2016,70000,16,2179,140,1350000
Ford Endeavour 4x2 XLT Limited Edition,2009,70000,10.9,2499,143,480000
Maruti Swift Dzire LDI,2017,60000,28.4,1248,74.02,455000
Maruti Wagon R VXI Optional,2015,60000,20.51,998,67.04,320000
Hyundai Elite i20 Sportz Plus BSIV,2019,4000,18.6,1197,81.86,693000
Maruti Vitara Brezza ZDi Plus,2017,35000,24.3,1248,88.5,830000
Hyundai Grand i10 Sportz,2016,13500,18.9,1197,82,470000
Honda City i VTEC CVT VX,2017,26000,18,1497,117.3,1100000
Tata Zest Quadrajet 1.3 XM,2016,50000,23,1248,88.7,325000
Hyundai EON Magna Plus,2014,50000,21.1,814,55.2,215000
Maruti Swift VXI,2018,25000,22,1197,81.8,560000
Maruti Celerio VXI AT,2017,30000,23.1,998,67.04,400000
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,9000,13.6,1999,177,2625000
Lexus ES 300h,2019,20000,22.37,2487,214.56,5150000
Jaguar XF 2.0 Diesel Portfolio,2017,45000,19.33,1999,177,3200000
Tata Safari Storme EX,2015,110000,14.1,2179,147.94,503000
Volvo XC40 D4 Inscription BSIV,2019,20000,18,1969,190,3800000
Toyota Camry 2.5 Hybrid,2016,68089,19.16,2494,157.7,2000000
Maruti Wagon R LXI,2013,58343,21.79,998,67.05,225000
Maruti Baleno Alpha 1.3,2018,38817,27.39,1248,74,740000
Honda Jazz VX,2016,56494,18.2,1199,88.7,550000
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,79328,12.99,2494,100.6,750000
Maruti Swift AMT VVT VXI,2019,5621,22,1197,81.8,650000
Toyota Etios VX,2017,25538,16.78,1496,88.73,625000
Maruti Swift AMT ZXI,2018,69779,22,1197,81.8,600000
Hyundai Grand i10 1.2 CRDi Sportz,2017,56290,24,1186,73.97,450000
BMW X4 M Sport X xDrive20d,2019,7500,16.78,1995,190,5400000
BMW X4 M Sport X xDrive20d,2019,8500,16.78,1995,190,5500000
Honda Amaze V CVT Petrol BSIV,2019,7032,19,1199,88.76,779000
Skoda Rapid 1.6 MPI AT Elegance,2016,11000,14.3,1598,103.5,645000
Volvo V40 D3 R-Design,2018,2000,16.8,1984,150,2475000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,45000,23,1498,98.96,725000
Maruti Wagon R LXI,2013,58343,21.79,998,67.05,225000
Maruti Baleno Alpha 1.3,2018,38817,27.39,1248,74,740000
Maruti Swift AMT VVT VXI,2019,5621,22,1197,81.8,650000
Toyota Etios VX,2017,25538,16.78,1496,88.73,625000
Maruti Swift AMT ZXI,2018,69779,22,1197,81.8,600000
Hyundai Grand i10 1.2 CRDi Sportz,2017,56290,24,1186,73.97,450000
Honda Brio 1.2 VX MT,2014,52442,18.5,1198,86.8,325000
Hyundai i10 Magna,2013,39000,20.36,1197,78.9,229999
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,2007,42000,11.74,1796,186,400000
Volkswagen Polo 1.2 MPI Highline,2015,34156,16.47,1198,74,449000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2017,34152,18.9,1197,81.86,455000
Audi A4 35 TDI Premium Plus,2015,37000,18.25,1968,187.74,1750000
Toyota Innova Crysta 2.8 GX AT BSIV,2017,98000,11.36,2755,171.5,1390000
Hyundai Creta 1.6 SX Option,2019,31000,15.8,1591,121.3,1150000
Hyundai i20 1.2 Magna Executive,2018,62841,18.6,1197,81.83,650000
Hyundai Creta 1.6 CRDi SX,2016,38600,19.67,1582,126.2,950000
Maruti Swift Dzire AMT ZDI Plus,2018,27654,28.4,1248,74.02,698000
Hyundai Creta 1.6 CRDi SX,2017,48698,19.67,1582,126.2,975000
Maruti Wagon R VXI AMT 1.2,2018,32995,20.52,1197,81.8,445000
Tata Zest Quadrajet 1.3 75PS XM,2018,60000,22.95,1248,74,539000
Maruti Swift Vdi BSIII,2010,110000,17.8,1248,75,350000
Mahindra Scorpio VLX 2WD AIRBAG BSIII,2011,260000,12.05,2179,120,550000
Renault Duster 85PS Diesel RxE,2015,130000,20.45,1461,83.8,550000
Volkswagen Polo Diesel Highline 1.2L,2011,120000,22.07,1199,73.9,330000
Hyundai EON Era Plus,2014,80000,21.1,814,55.2,220000
Maruti Ritz ZXi,2013,60000,18.5,1197,85.8,415000
Maruti Alto LX BSIII,2007,75000,19.7,796,46.3,150000
Hyundai Getz GLS,2005,89000,15.3,1341,83,150000
Hyundai Verna CRDi ABS,2007,110000,18.1,1493,110,240000
Maruti Alto LX BSIII,2009,90000,19.7,796,46.3,170000
Maruti Ciaz ZDi Plus SHVS,2015,40000,28.09,1248,88.5,550000
Nissan Micra Fashion Edition XL CVT,2017,26000,19.34,1198,76,500000
Mahindra Xylo D2,2011,120000,13,2489,95,180000
Mahindra KUV 100 mFALCON G80 K4,2017,29000,18.15,1198,82,360000
Maruti Swift Dzire VXI,2014,120000,19.1,1197,85.8,400000
Hyundai Accent GLE,2009,70000,13.2,1495,94,120000
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,100000,24.3,1248,88.5,765000
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,90150,24.3,1248,88.5,919999
Toyota Platinum Etios 1.4 GXD,2018,90000,23.59,1364,67.05,730000
Tata Zest Quadrajet 1.3 75PS XM,2016,120000,22.95,1248,74,320000
Honda Amaze S i-Dtech,2015,90000,25.8,1498,98.6,455000
Datsun GO T Option BSIV,2015,50000,20.63,1198,67,350000
Mahindra TUV 300 T8,2016,110000,18.49,1493,100,509999
Tata Indigo LS,2011,85700,17,1405,70,175000
Mahindra Bolero 2011-2019 DI NON AC BS III SILVER,2013,178000,15.96,2523,63,325000
Tata Indigo CS GLS BSIII,2011,70000,15.2,1193,65,120000
Hyundai i10 Sportz,2014,30000,20.36,1197,78.9,300000
Honda City i DTEC E,2015,100000,26,1498,98.6,500000
Maruti Baleno Delta 1.2,2016,25339,21.4,1197,83.1,562000
Hyundai EON Magna Plus,2014,10000,21.1,814,55.2,250000
Tata Zest Quadrajet 1.3 XT,2017,35000,20.65,1248,88.7,484999
Hyundai i10 Sportz,2013,35000,20.36,1197,78.9,280000
Maruti Ertiga VDI,2015,68000,20.77,1248,88.76,571000
Maruti Swift VXI,2013,40000,18.6,1197,85.8,400000
Tata Indigo CS LS (TDI) BS-III,2015,120000,19.09,1405,69.01,295000
Ford Figo Petrol EXI,2011,25000,15.6,1196,70,250000
Mahindra Bolero 2011-2019 SLE,2015,40000,15.96,2523,62.1,610000
Tata Indica Vista Quadrajet VX,2012,60000,22.3,1248,74,175000
Ford Figo Diesel Titanium,2011,70000,20,1399,68,204999
Mahindra XUV500 W8 2WD,2013,80000,15.1,2179,140,750000
Hyundai i20 Active SX Diesel,2016,42323,21.19,1396,88.76,651000
BMW X1 sDrive20d M Sport,2011,42545,19.62,1998,190,1075000
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2016,32000,25.1,1248,88.5,690000
Maruti Swift Dzire VDI Optional,2017,41232,26.59,1248,74,589000
Mahindra Bolero B4,2015,40200,21,1498,74.96,445000
Ford Ecosport Sports Diesel,2013,48000,21.7,1498,98.96,475000
Honda Amaze E Diesel BSIV,2014,27233,27.4,1498,98.63,465000
Tata Manza Aura Safire,2011,35000,15,1368,90,225000
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2005,200000,12.8,2494,102,310000
Tata Sumo EX,2016,63000,15.3,2956,83.8,445000
Mahindra Bolero B4,2015,62000,21,1498,74.96,445000
Tata New Safari 3L Dicor LX 4x2,2012,68240,13.93,2956,138.1,450000
Mahindra Scorpio 1.99 S10 4WD,2008,78000,15.4,1997,120,450000
Maruti Wagon R VXI,2010,35000,18.9,998,67.1,200000
Maruti Swift Dzire LXI,2018,9000,19.1,1197,85.8,611000
Hyundai Creta 1.6 CRDi Anniversary Edition,2016,39000,19.67,1582,126.2,819999
Hyundai Creta 1.4 CRDi S,2016,39000,21.38,1396,88.7,825000
Ford Ecosport 1.5 Diesel Titanium,2015,92651,21.7,1498,98.96,599000
Maruti Swift LXi BSIV,2018,28000,16.1,1197,85,490000
Tata Zest Revotron 1.2 XT,2020,40000,17.57,1193,88.7,500000
Tata Zest Revotron 1.2 XT,2020,40000,17.57,1193,88.7,500000
Mahindra XUV500 W10 2WD,2017,88754,16,2179,140,1100000
Ford Aspire Titanium BSIV,2019,7000,19.4,1194,94.93,675000
Mahindra XUV500 W9 2WD,2018,40000,16,2179,138,1350000
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2018,20000,18.9,1197,81.86,570000
Hyundai Grand i10 1.2 CRDi Asta,2017,50000,24,1186,73.97,455000
Hyundai EON Era Plus,2013,45000,21.1,814,55.2,165000
Honda City i VTEC VX Option BL,2016,22000,17.8,1497,117.3,925000
Tata Indigo CS eLX BS IV,2014,100000,25,1396,69.01,215000
Maruti Swift VXI Optional,2016,23700,20.4,1197,81.8,470000
Maruti Swift VXI Deca,2016,23700,20.4,1197,81.8,470000
Maruti Ciaz ZDi Plus SHVS,2017,60000,28.09,1248,88.5,650000
Renault Captur 1.5 Diesel RXT,2017,50000,20.37,1461,108.45,900000
Ford Fiesta Classic 1.4 SXI Duratorq,2009,100000,17.8,1399,67,190000
Hyundai i20 Active 1.4 SX with AVN,2017,60000,21.19,1396,88.73,715000
Tata Indigo CS eVX,2013,60000,25,1396,69.01,227999
Tata Bolt Quadrajet XE,2017,50000,22.95,1248,74,450000
Chevrolet Beat Diesel LT,2015,40000,25.44,936,56.3,200000
Maruti Wagon R LXI CNG,2017,110000,26.6,998,58.16,400000
Maruti Ertiga SHVS VDI,2016,110000,24.52,1248,88.5,725000
